region;freq;call;program;col
AL;540;WASG;;Daphne, AL
CA;540;KRXA;;Carmel Valley, CA
CA;540;KVIP;;Redding, CA
FL;540;WFLF;;Pine Hills, FL
GA;540;WDAK;;Columbus, GA
IA;540;KWMT;;Fort Dodge, IA
LA;540;KMLB;;Monroe, LA
MD;540;WGOP;;Pocomoke City, MD
MN;540;WXYG;;Sauk Rapids, MN
NC;540;WETC;;Wendell-Zebulon, NC
NC;540;WRGC;;Sylva, NC
NM;540;KNMX;;Las Vegas, NM
NY;540;WBWD;;Islip, NY
PA;540;WWCS;;Canonsburg, PA
SC;540;WYNN;;Florence, SC
TN;540;WKFN;;Clarksville, TN
TX;540;KDFT;;Ferris, TX
VA;540;WGTH;;Richlands, VA
WI;540;WAUK;;Jackson, WI
AK;550;KTZN;;Anchorage, AK
AZ;550;KFYI;;Phoenix, AZ
CA;550;KUZZ;;Bakersfield, CA
CO;550;KLLV;;Breen, CO
CO;550;KRAI;;Craig, CO
FL;550;WAYR;;Fleming Island, FL
GA;550;WDUN;;Gainesville, GA
HI;550;KNUI;;Wailuku, HI
KS;550;KFRM;;Salina, KS
MO;550;KTRS;;St. Louis, MO
MT;550;KBOW;;Butte, MT
NC;550;WAME;;Statesville, NC
NC;550;WIOZ;;Pinehurst, NC
ND;550;KFYR;;Bismarck, ND
NY;550;WGR;;Buffalo, NY
OH;550;WKRC;;Cincinnati, OH
OR;550;KOAC;;Corvallis, OR
PR;550;WPAB;;Ponce, PR
RI;550;WSJW;;Pawtucket, RI
TX;550;KCRS;;Midland, TX
TX;550;KTSA;;San Antonio, TX
VA;550;WSVA;;Harrisonburg, VA
VT;550;WDEV;;Waterbury, VT
WA;550;KARI;;Blaine, WA
WI;550;WSAU;;Wausau, WI
AL;560;WOOF;;Dothan, AL
AZ;560;KBLU;;Yuma, AZ
CA;560;KZAC;;San Francisco, CA
CO;560;KLZ;;Denver, CO
FL;560;WQAM;;Miami, FL
IL;560;WIND;;Chicago, IL
KY;560;WMIK;;Middlesboro, KY
MA;560;WHYN;;Springfield, MA
MD;560;WFRB;;Frostburg, MD
ME;560;WGAN;;Portland, ME
MI;560;WRDT;;Monroe, MI
MN;560;WEBC;;Duluth, MN
MO;560;KWTO;;Springfield, MO
MT;560;KMON;;Great Falls, MT
NC;560;WGAI;;Elizabeth City, NC
PA;560;WFIL;;Philadelphia, PA
SC;560;WVOC;;Columbia, SC
TN;560;WHBQ;;Memphis, TN
TN;560;WNSR;;Brentwood, TN
TX;560;KLVI;;Beaumont, TX
WA;560;KPQ;;Wenatchee, WA
WV;560;WJLS;;Beckley, WV
GU;567;KGUM;;Agana, GU
AL;570;WAAX;;Gadsden, AL
CA;570;KCFJ;;Alturas, CA
CA;570;KLAC;;Los Angeles, CA
FL;570;WTBN;;Pinellas Park, FL
HI;570;KUAI;;Eleele, HI
KY;570;WBMP;;Paducah, KY
KY;570;WIDS;;Russell Springs, KY
MD;570;WWRC;;Bethesda, MD
NC;570;WQDR;;Raleigh, NC
NC;570;WWNC;;Asheville, NC
NM;570;KWML;;Las Cruces, NM
NY;570;WMCA;;New York, NY
NY;570;WSYR;;Syracuse, NY
OH;570;WKBN;;Youngstown, OH
SD;570;WNAX;;Yankton, SD
TX;570;KLIF;;Dallas, TX
UT;570;KNRS;;Salt Lake City, UT
WA;570;KVI;;Seattle, WA
WI;570;WMAM;;Marinette, WI
AL;580;WACQ;;Tuskegee, AL
AZ;580;KSAZ;;Marana, AZ
CA;580;KMJ;;Fresno, CA
CO;580;KUBC;;Montrose, CO
FL;580;WDBO;;Orlando, FL
GA;580;WGAC;;Augusta, GA
ID;580;KIDO;;Nampa, ID
IL;580;WILL;;Urbana, IL
KS;580;WIBW;;Topeka, KS
LA;580;KJMJ;;Alexandria, LA
MA;580;WTAG;;Worcester, MA
MI;580;WTCM;;Traverse City, MI
MS;580;WELO;;Tupelo, MS
NC;580;WKSK;;West Jefferson, NC
OR;580;KTMT;;Ashland, OR
PA;580;WHP;;Harrisburg, PA
PR;580;WKAQ;;San Juan, PR
SD;580;KZMX;;Hot Springs, SD
TN;580;WXRH;;Rockwood, TN
TX;580;KRFE;;Lubbock, TX
VA;580;WLVA;;Lynchburg, VA
WI;580;WKTY;;La Crosse, WI
WV;580;WCHS;;Charleston, WV
AK;590;KHAR;;Anchorage, AK
CA;590;KTIE;;San Bernardino, CA
CO;590;KCSJ;;Pueblo, CO
FL;590;WAFC;;Clewiston, FL
GA;590;WDWD;;Atlanta, GA
HI;590;KSSK;;Honolulu, HI
KY;590;WVLK;;Lexington, KY
MA;590;WEZE;;Boston, MA
MI;590;WJMS;;Ironwood, MI
MI;590;WKZO;;Kalamazoo, MI
MT;590;KGLE;;Glendive, MT
NC;590;WCAB;;Rutherfordton, NC
NE;590;KXSP;;Omaha, NE
NY;590;WROW;;Albany, NY
OR;590;KUGN;;Eugene, OR
PA;590;WARM;;Scranton, PA
PA;590;WMBS;;Uniontown, PA
TN;590;WWLX;;Lawrenceburg, TN
TX;590;KLBJ;;Austin, TX
UT;590;KSUB;;Cedar City, UT
VA;590;WLES;;Lawrenceville, VA
WA;590;KQNT;;Spokane, WA
AZ;600;KVNA;;Flagstaff, AZ
CA;600;KOGO;;San Diego, CA
CO;600;KCOL;;Wellington, CO
CT;600;WICC;;Bridgeport, CT
FL;600;WBOB;;Jacksonville, FL
IA;600;WMT;;Cedar Rapids, IA
KY;600;WKYH;;Paintsville, KY
LA;600;WVOG;;New Orleans, LA
MD;600;WCAO;;Baltimore, MD
ME;600;WFST;;Caribou, ME
MI;600;WCHT;;Escanaba, MI
MI;600;WSNL;;Flint, MI
MT;600;KGEZ;;Kalispell, MT
NC;600;WCVP;;Murphy, NC
NC;600;WSJS;;Winston-Salem, NC
ND;600;KSJB;;Jamestown, ND
OH;600;WRQX;;Salem, OH
PA;600;WFRM;;Coudersport, PA
PR;600;WYEL;;Mayag ez, PR
TN;600;WREC;;Memphis, TN
TX;600;KROD;;El Paso, TX
TX;600;KTBB;;Tyler, TX
WV;600;WVAR;;Richwood, WV
AL;610;WAGG;;Birmingham, AL
AR;610;KARV;;Russellville, AR
CA;610;KAVL;;Lancaster, CA
CA;610;KEAR;;San Francisco, CA
CT;610;WSNG;;Torrington, CT
FL;610;WIOD;;Miami, FL
FL;610;WVTJ;;Pensacola, FL
GA;610;WCEH;;Hawkinsville, GA
GA;610;WPLO;;Grayson, GA
KY;610;WRUS;;Russellville, KY
MN;610;KDAL;;Duluth, MN
MO;610;KFNZ;;Kansas City, MO
MT;610;KOJM;;Havre, MT
NC;610;WPZS;;Charlotte, NC
NE;610;KCSR;;Chadron, NE
NH;610;WGIR;;Manchester, NH
NM;610;KNML;;Albuquerque, NM
OH;610;WTVN;;Columbus, OH
OR;610;KRTA;;Medford, OR
PA;610;WTEL;;Philadelphia, PA
PR;610;WEXS;;Patillas, PR
TX;610;KILT;;Houston, TX
UT;610;KVNU;;Logan, UT
VA;610;WPLI;;Roanoke, VA
VA;610;WXVA;;Winchester, VA
WA;610;KONA;;Kennewick-Richland, WA
AK;620;KGTL;;Homer, AK
AZ;620;KTAR;;Phoenix, AZ
CA;620;KIGS;;Hanford, CA
CA;620;KMJC;;Mount Shasta, CA
CO;620;KJOL;;Grand Junction, CO
FL;620;WDAE;;St. Petersburg, FL
GA;620;WTRP;;La Grange, GA
IA;620;KMNS;;Sioux City, IA
KY;620;WAKY;;Louisville, KY
ME;620;WZON;;Bangor, ME
MS;620;WJDX;;Jackson, MS
NC;620;WDNC;;Durham, NC
NJ;620;WSNR;;Jersey City, NJ
NY;620;WHEN;;Syracuse, NY
OR;620;KPOJ;;Portland, OR
PA;620;WKHB;;Irwin, PA
SC;620;WFMV;;Cayce, SC
TN;620;WRJZ;;Knoxville, TN
TX;620;KTNO;;Plano, TX
VT;620;WVMT;;Burlington, VT
WI;620;WTMJ;;Milwaukee, WI
WV;620;WWNR;;Beckley, WV
AK;630;KIAM;;Nenana, AK
AK;630;KJNO;;Juneau, AK
AL;630;WAVU;;Albertville, AL
AR;630;KVMA;;Magnolia, AR
CO;630;KHOW;;Denver, CO
DC;630;WSBN;;Washington, DC
GA;630;WNEG;;Toccoa, GA
GU;630;KICH;;Agana, GU
ID;630;KFXD;;Boise, ID
KY;630;WLAP;;Lexington, KY
MN;630;WREY;;Saint Paul, MN
MO;630;KYFI;;St. Louis, MO
NC;630;WAIZ;;Hickory, NC
NC;630;WMFD;;Wilmington, NC
NV;630;KPLY;;Reno, NV
OR;630;KWRO;;Coquille, OR
PA;630;WEJL;;Scranton, PA
PR;630;WUNO;;San Juan, PR
RI;630;WPRO;;Providence, RI
TX;630;KSLR;;San Antonio, TX
WA;630;KCIS;;Edmonds, WA
WA;630;KTRW;;Opportunity, WA
WV;630;WJAW;;St. Marys, WV
AK;640;KYUK;;Bethel, AK
CA;640;KFI;;Los Angeles, CA
FL;640;WMEN;;Royal Palm Beach, FL
FL;640;WVLG;;Wildwood, FL
GA;640;WBIN;;Atlanta, GA
IA;640;WOI;;Ames, IA
IL;640;WMFN;;Peotone, IL
LA;640;KTIB;;Thibodaux, LA
MA;640;WNNZ;;Westfield, MA
NC;640;WFNC;;Fayetteville, NC
NJ;640;WWJZ;;Mount Holly, NJ
OH;640;WHLO;;Akron, OH
OK;640;KWPN;;Moore, OK
TN;640;WCRV;;Collierville, TN
TN;640;WXSM;;Blountville, TN
AK;650;KENI;;Anchorage, AK
CA;650;KSTE;;Rancho Cordova, CA
HI;650;KPRP;;Honolulu, HI
MN;650;KDAH;;Nashwauk, MN
TN;650;WSM;;Nashville, TN
TX;650;KIKK;;Pasadena, TX
UT;650;KMTI;;Manti, UT
WY;650;KGAB;;Orchard Valley, WY
AK;660;KFAR;;Fairbanks, AK
AL;660;WXQW;;Fairhope, AL
AZ;660;KTNN;;Window Rock, AZ
CA;660;KGSV;;Oildale, CA
FL;660;WDYZ;;Altamonte Springs, FL
MI;660;WMIC;;Sandusky, MI
MN;660;WBHR;;Sauk Rapids, MN
ND;660;KEYZ;;Williston, ND
NE;660;KCRO;;Omaha, NE
NY;660;WFAN;;New York, NY
OH;660;WXIC;;Waverly, OH
OR;660;KXOR;;Junction City, OR
PA;660;WAMO;;Wilkinsburg, PA
SC;660;WESC;;Greenville, SC
TX;660;KSKY;;Balch Springs, TX
VA;660;WLOY;;Rural Retreat, VA
WA;660;KAPS;;Mount Vernon, WA
AK;670;KDLG;;Dillingham, AK
AR;670;KHGZ;;Glenwood, AR
CA;670;KIRN;;Simi Valley, CA
CO;670;KLTT;;Commerce City, CO
FL;670;WWFE;;Miami, FL
HI;670;KPUA;;Hilo, HI
ID;670;KBOI;;Boise, ID
IL;670;WSCR;;Chicago, IL
NV;670;KMZQ;;Las Vegas, NV
PA;670;WLUI;;Lewistown, PA
VA;670;WRJR;;Claremont, VA
AK;680;KBRW;;Utqiagvik, AK
CA;680;KNBR;;San Francisco, CA
FL;680;WGES;;St. Petersburg, FL
GA;680;WCNN;;North Atlanta, GA
KY;680;WCTT;;Corbin, KY
KY;680;WHBE;;Newburg, KY
MA;680;WRKO;;Boston, MA
MD;680;WCBM;;Baltimore, MD
MI;680;WDBC;;Escanaba, MI
MI;680;WNZK;;Dearborn Heights, MI
MO;680;KFEQ;;St. Joseph, MO
MT;680;KKGR;;East Helena, MT
NC;680;WPTF;;Raleigh, NC
NM;680;KWKA;;Clovis, NM
NY;680;WINR;;Binghamton, NY
PA;680;WISR;;Butler, PA
PR;680;WAPA;;San Juan, PR
TN;680;WMFS;;Memphis, TN
TX;680;KKYX;;San Antonio, TX
WA;680;KOMW;;Omak, WA
WA;680;KUTI;;Lacey, WA
WI;680;WOGO;;Hallie, WI
WV;680;WKAZ;;Charleston, WV
AL;690;WJOX;;Birmingham, AL
AR;690;KAFN;;Benton, AR
AZ;690;KCEE;;Tucson, AZ
CO;690;KWRP;;Pueblo, CO
CT;690;WADS;;Ansonia, CT
FL;690;WOKV;;Jacksonville, FL
HI;690;KHNR;;Honolulu, HI
KS;690;KGGF;;Coffeyville, KS
LA;690;WQNO;;New Orleans, LA
MN;690;KFXN;;Minneapolis, MN
MO;690;KSTL;;St. Louis, MO
NE;690;KOLT;;Terrytown, NE
OR;690;KRCO;;Prineville, OR
PA;690;WPHE;;Phoenixville, PA
TX;690;KPET;;Lamesa, TX
TX;690;KTSM;;El Paso, TX
VA;690;WZAP;;Bristol, VA
WI;690;WVCY;;Oshkosh, WI
WV;690;WELD;;Fisher, WV
AK;700;KBYR;;Anchorage, AK
AL;700;WARB;;Dothan, AL
CA;700;KMBX;;Soledad, CA
MA;700;WQVD;;Orange-Athol, MA
MD;700;WDMV;;Walkersville, MD
NC;700;WZOO;;Asheboro, NC
NM;700;KDAZ;;Albuquerque, NM
OH;700;WLW;;Cincinnati, OH
OR;700;KGRV;;Winston, OR
TX;700;KHSE;;Wylie, TX
TX;700;KSEV;;Tomball, TX
UT;700;KALL;;North Salt Lake City, UT
WA;700;KXLX;;Spokane, WA
AL;710;WNTM;;Mobile, AL
CA;710;KFIA;;Carmichael, CA
CA;710;KSPN;;Los Angeles, CA
CO;710;KNUS;;Denver, CO
FL;710;WAQI;;Miami, FL
GA;710;WROM;;Rome, GA
GA;710;WUFF;;Eastman, GA
LA;710;KEEL;;Shreveport, LA
MO;710;KCMO;;Kansas City, MO
NC;710;WKOO;;Rose Hill, NC
ND;710;KXMR;;Bismarck, ND
NY;710;WOR;;New York, NY
PR;710;WKJB;;Mayag ez, PR
SC;710;WPOG;;St. Matthews, SC
TN;710;WTPR;;Paris, TN
TN;710;WYJV;;Smyrna, TN
TX;710;KGNC;;Amarillo, TX
TX;710;KURV;;Edinburg, TX
WA;710;KIRO;;Seattle, WA
WI;710;WDSM;;Superior, WI
AK;720;KOTZ;;Kotzebue, AK
FL;720;WRZN;;Hernando, FL
GA;720;WGST;;Hogansville, GA
IL;720;WGN;;Chicago, IL
MA;720;WJIB;;Cambridge, MA
NC;720;WGCR;;Pisgah Forest, NC
OR;720;KFIR;;Sweet Home, OR
PA;720;WHYF;;Shiremanstown, PA
TX;720;KSAH;;Universal City, TX
AL;730;WUMP;;Madison, AL
AR;730;KQPN;;West Memphis, AR
FL;730;WWTK;;Lake Placid, FL
GA;730;WSTT;;Thomasville, GA
KS;730;KLOE;;Goodland, KS
KY;730;WFMW;;Madisonville, KY
MA;730;WACE;;Chicopee, MA
MI;730;WVFN;;East Lansing, MI
MN;730;KWOA;;Worthington, MN
MO;730;KWRE;;Warrenton, MO
MT;730;KYYA;;Billings, MT
NC;730;WFMC;;Goldsboro, NC
NC;730;WZGV;;Cramerton, NC
NY;730;WDOS;;Oneonta, NY
OH;730;WJYM;;Bowling Green, OH
PA;730;WAZL;;Nanticoke, PA
PA;730;WPIT;;Pittsburgh, PA
SC;730;WLTQ;;Charleston, SC
TN;730;WLIL;;Lenoir City, TN
TX;730;KKDA;;Grand Prairie, TX
UT;730;KSVN;;Ogden, UT
VA;730;WMNA;;Gretna, VA
VA;730;WTNT;;Alexandria, VA
WA;730;KULE;;Ephrata, WA
WI;730;WJMT;;Merrill, WI
AL;740;WMSP;;Montgomery, AL
AZ;740;KIDR;;Phoenix, AZ
CA;740;KBRT;;Costa Mesa, CA
CA;740;KCBS;;San Francisco, CA
CO;740;KVFC;;Cortez, CO
CO;740;KVOR;;Colorado Springs, CO
FL;740;WYGM;;Orlando, FL
HI;740;KCIK;;Kihei, HI
IA;740;KMZN;;Oskaloosa, IA
IL;740;WVLN;;Olney, IL
KY;740;WNOP;;Newport, KY
NC;740;WPAQ;;Mount Airy, NC
ND;740;KNFL;;Fargo, ND
NM;740;KATK;;Carlsbad, NM
NY;740;WNYH;;Huntington, NY
OK;740;KRMG;;Tulsa, OK
PA;740;WJFP;;Chester, PA
PR;740;WIAC;;San Juan, PR
TN;740;WCXZ;;Harrogate, TN
TN;740;WHMT;;Tullahoma, TN
TX;740;KCMC;;Texarkana, TX
TX;740;KTRH;;Houston, TX
VA;740;WMBG;;Williamsburg, VA
WI;740;WDGY;;Hudson, WI
WI;740;WRPQ;;Baraboo, WI
WV;740;WRNR;;Martinsburg, WV
AK;750;KFQD;;Anchorage, AK
GA;750;WSB;;Atlanta, GA
IL;750;WRIK;;Brookport, IL
IN;750;WNDZ;;Portage, IN
LA;750;KKNO;;Gretna, LA
MD;750;WBMD;;Baltimore, MD
ME;750;WJTO;;Bath, ME
MO;750;KBNN;;Lebanon, MO
MT;750;KERR;;Polson, MT
NC;750;WAUG;;New Hope, NC
NE;750;KMMJ;;Grand Island, NE
OK;750;KSEO;;Durant, OK
OR;750;KXTG;;Portland, OR
PA;750;WGMF;;Olyphant, PA
TX;750;KAMA;;El Paso, TX
UT;750;KOAL;;Price, UT
AL;760;WURL;;Moody, AL
AR;760;KMTL;;Sherwood, AR
AZ;760;KTBA;;Tuba City, AZ
CA;760;KEJY;;Eureka, CA
CA;760;KGB;;San Diego, CA
CO;760;KDFD;;Thornton, CO
FL;760;WEFL;;Tequesta, FL
FL;760;WLCC;;Brandon, FL
HI;760;KGU;;Honolulu, HI
KS;760;KCCV;;Overland Park, KS
MA;760;WVNE;;Leicester, MA
MI;760;WJR;;Detroit, MI
NC;760;WCIS;;Morganton, NC
NC;760;WCPS;;Tarboro, NC
NY;760;WCHP;;Champlain, NY
PR;760;WORA;;Mayag ez, PR
TN;760;WENO;;Nashville, TN
TN;760;WETR;;Knoxville, TN
TX;760;KTKR;;San Antonio, TX
AK;770;KCHU;;Valdez, AK
AL;770;WVNN;;Athens, AL
CA;770;KCBC;;Manteca, CA
FL;770;WBCN;;North Fort Myers, FL
KY;770;WCGW;;Nicholasville, KY
MN;770;KUOM;;Minneapolis, MN
MO;770;WEW;;St. Louis, MO
MT;770;KATL;;Miles City, MT
NC;770;WLWL;;Rockingham, NC
NM;770;KKOB;;Albuquerque, NM
NY;770;WABC;;New York, NY
NY;770;WTOR;;Youngstown, NY
OH;770;WAIS;;Buchtel, OH
PA;770;WKFB;;Jeannette, PA
TX;770;KCBI;;Garland, TX
VA;770;WYRV;;Cedar Bluff, VA
WA;770;KTTH;;Seattle, WA
AK;780;KNOM;;Nome, AK
AZ;780;KAZM;;Sedona, AZ
CO;780;KRNX;;Fountain, CO
IL;780;WBBM;;Chicago, IL
ME;780;WXME;;Monticello, ME
MS;780;WIIN;;Ridgeland, MS
NC;780;WCKB;;Dunn, NC
NC;780;WWOL;;Forest City, NC
NE;780;WJAG;;Norfolk, NE
NV;780;KKOH;;Reno, NV
OK;780;KSPI;;Stillwater, OK
TN;780;WPTN;;Cookeville, TN
VA;780;WAVA;;Arlington, VA
AK;790;KCAM;;Glennallen, AK
AL;790;WTSK;;Tuscaloosa, AL
AR;790;KURM;;Rogers, AR
AZ;790;KNST;;Tucson, AZ
CA;790;KABC;;Los Angeles, CA
CA;790;KFPT;;Clovis, CA
FL;790;WAXY;;South Miami, FL
FL;790;WLBE;;Leesburg-Eustis, FL
FL;790;WPNN;;Pensacola, FL
GA;790;WGRA;;Cairo, GA
GA;790;WQXI;;Atlanta, GA
GA;790;WSFN;;Brunswick, GA
ID;790;KSPD;;Boise, ID
IL;790;WRMS;;Beardstown, IL
KS;790;KXXX;;Colby, KS
KY;790;WKRD;;Louisville, KY
MI;790;WSGW;;Saginaw, MI
MT;790;KGHL;;Billings, MT
NC;790;WBLO;;Thomasville, NC
ND;790;KFGO;;Fargo, ND
NV;790;KBET;;Winchester, NV
NY;790;WLSV;;Wellsville, NY
NY;790;WTNY;;Watertown, NY
OH;790;WHTH;;Heath, OH
OR;790;KWIL;;Albany, OR
PA;790;WAEB;;Allentown, PA
PA;790;WPIC;;Sharon, PA
RI;790;WPRV;;Providence, RI
SC;790;WVCD;;Bamberg-Denmark, SC
TN;790;WETB;;Johnson City, TN
TN;790;WMC;;Memphis, TN
TN;790;WNTC;;Ashland City, TN
TX;790;KBME;;Houston, TX
TX;790;KFYO;;Lubbock, TX
VA;790;WAMM;;Mount Jackson, VA
VA;790;WNIS;;Norfolk, VA
WA;790;KGMI;;Bellingham, WA
WA;790;KJRB;;Spokane, WA
WI;790;WAYY;;Eau Claire, WI
AK;800;KINY;;Juneau, AK
AL;800;WBHP;;Decatur, AL
AL;800;WMGY;;Montgomery, AL
AR;800;KAGH;;Crossett, AR
AR;800;KVOM;;Morrilton, AR
CA;800;KBFP;;Bakersfield, CA
CT;800;WLAD;;Danbury, CT
FL;800;WPLK;;Palatka, FL
GA;800;WJAT;;Swainsboro, GA
IA;800;KXIC;;Iowa City, IA
ID;800;KBRV;;Soda Springs, ID
IL;800;WKZI;;Casey, IL
LA;800;WSHO;;New Orleans, LA
MA;800;WNNW;;Methuen, MA
MN;800;KQAD;;Luverne, MN
MN;800;WVAL;;Sauk Rapids, MN
MO;800;KREI;;Farmington, MO
NC;800;WKBC;;North Wilkesboro, NC
NJ;800;WTMR;;Camden, NJ
OK;800;KQCV;;Oklahoma City, OK
OR;800;KPDQ;;Portland, OR
PA;800;WCHA;;Chambersburg, PA
PA;800;WPEL;;Montrose, PA
SC;800;WDSC;;Dillon, SC
SC;800;WPJM;;Greer, SC
TN;800;WDEH;;Sweetwater, TN
TX;800;KDDD;;Dumas, TX
VA;800;WSVS;;Crewe, VA
WI;800;WPCA;;Waupaca, WI
WV;800;WVHU;;Huntington, WV
GU;801;KTWG;;Agana, GU
AL;810;WCKA;;Jacksonville, AL
CA;810;KSFO;;San Francisco, CA
CO;810;KLVZ;;Brighton, CO
FL;810;WRSO;;Orlovista, FL
GA;810;WYZI;;Royston, GA
GA;810;WZYN;;Hahira, GA
IN;810;WSYW;;Indianapolis, IN
KY;810;WEKG;;Jackson, KY
MD;810;WYRE;;Annapolis, MD
MI;810;WMJH;;Rockford, MI
MO;810;WHB;;Kansas City, MO
MS;810;WSJC;;Magee, MS
NM;810;KSWV;;Santa Fe, NM
NY;810;WGY;;Duanesburgh, NY
PA;810;WEDO;;McKeesport, PA
PR;810;WKVM;;San Juan, PR
SC;810;WWOS;;St. George, SC
SD;810;KBHB;;Sturgis, SD
TN;810;WMGC;;Murfreesboro, TN
TX;810;KXOI;;Crane, TX
TX;810;KYTY;;Somerset, TX
VA;810;WPIN;;Dublin, VA
WA;810;KTBI;;Ephrata, WA
WI;810;WJJQ;;Tomahawk, WI
WI;810;WZRK;;Dodgeville, WI
AK;820;KCBF;;Fairbanks, AK
FL;820;WWBA;;Largo, FL
IL;820;WCPT;;Willow Springs, IL
IN;820;WSWI;;Evansville, IN
MD;820;WSHE;;Frederick, MD
MN;820;WBKK;;Wilton, MN
NY;820;WNYC;;New York, NY
NY;820;WPGO;;Horseheads, NY
OH;820;WVSG;;Columbus, OH
TX;820;WBAP;;Fort Worth, TX
UT;820;KUTR;;Taylorsville, UT
VA;820;WJFN;;Chester, VA
WA;820;KGNW;;Seattle, WA
AK;830;KSDP;;Sand Point, AK
AZ;830;KDRI;;Tucson, AZ
CA;830;KLAA;;Orange, CA
CA;830;KNCO;;Grass Valley, CA
FL;830;WACC;;Hialeah, FL
HI;830;KHVH;;Honolulu, HI
LA;830;KGLA;;Norco, LA
MA;830;WCRN;;Worcester, MA
MI;830;WMMI;;Shepherd, MI
MN;830;WCCO;;Minneapolis, MN
NC;830;WTRU;;Kernersville, NC
OH;830;WKTX;;Cortland, OH
PA;830;WEEU;;Reading, PA
TN;830;WQZQ;;Goodlettsville, TN
TN;830;WUMY;;Memphis, TN
WY;830;KUYO;;Evansville, WY
AK;840;KPEN;;Kenai, AK
AL;840;WBHY;;Mobile, AL
CA;840;KMPH;;Modesto, CA
CT;840;WRYM;;New Britain, CT
FL;840;WPGS;;Mims, FL
GA;840;WHGH;;Thomasville, GA
KY;840;WHAS;;Louisville, KY
LA;840;KWDF;;Ball, LA
MD;840;WKDI;;Denton, MD
NE;840;KTIC;;West Point, NE
NM;840;KDNF;;Belen, NM
NV;840;KXNT;;North Las Vegas, NV
OR;840;KKNX;;Eugene, OR
OR;840;KSWB;;Seaside, OR
PA;840;WPCO;;Stroudsburg, PA
PR;840;WXEW;;Yabucoa, PR
SC;840;WCEO;;Columbia, SC
TX;840;KVJY;;Pharr, TX
VA;840;WKTR;;Earlysville, VA
WA;840;KMAX;;Colfax, WA
AK;850;KICY;;Nome, AK
AL;850;WXJC;;Birmingham, AL
CO;850;KOA;;Denver, CO
CT;850;WAXB;;Ridgefield, CT
FL;850;WFTL;;West Palm Beach, FL
FL;850;WRUF;;Gainesville, FL
GA;850;WPTB;;Statesboro, GA
HI;850;KHLO;;Hilo, HI
MA;850;WEEI;;Boston, MA
MI;850;WSMZ;;Muskegon, MI
MN;850;WQRM;;Duluth, MN
MO;850;KFUO;;Clayton, MO
MS;850;WLRC;;Walnut, MS
NC;850;WKIX;;Raleigh, NC
NY;850;WYLF;;Penn Yan, NY
OH;850;WKNR;;Cleveland, OH
PR;850;WABA;;Aguadilla, PR
TN;850;WVLZ;;Knoxville, TN
TX;850;KEYH;;Houston, TX
TX;850;KJON;;Carrollton, TX
VA;850;WTAR;;Norfolk, VA
WA;850;KHHO;;Tacoma, WA
AR;860;KOSE;;Wilson, AR
AZ;860;KNAI;;Phoenix, AZ
CA;860;KTRB;;San Francisco, CA
FL;860;WGUL;;Dunedin, FL
GA;860;WDMG;;Douglas, GA
IA;860;KWPC;;Muscatine, IA
IN;860;WMRI;;Marion, IN
KS;860;KKOW;;Pittsburg, KS
KY;860;WSON;;Henderson, KY
MA;860;WSBS;;Great Barrington, MA
MD;860;WFSI;;Baltimore, MD
MN;860;KNUJ;;New Ulm, MN
NC;860;WACB;;Taylorsville, NC
NC;860;WFMO;;Fairmont, NC
OR;860;KPAM;;Troutdale, OR
PA;860;WAOB;;Millvale, PA
PA;860;WWDB;;Philadelphia, PA
SC;860;WLBG;;Laurens, SC
TN;860;WTZX;;Sparta, TN
TX;860;KFST;;Fort Stockton, TX
TX;860;KONO;;San Antonio, TX
TX;860;KPAN;;Hereford, TX
TX;860;KSFA;;Nacogdoches, TX
UT;860;KKAT;;Salt Lake City, UT
VA;860;WEVA;;Emporia, VA
WI;860;WNOV;;Milwaukee, WI
WV;860;WOAY;;Oak Hill, WV
CA;870;KRLA;;Glendale, CA
CO;870;KJMP;;Pierce, CO
IL;870;WTIM;;Shelbyville, IL
KY;870;WMTL;;Leitchfield, KY
LA;870;WWL;;New Orleans, LA
ME;870;WLVP;;Gorham, ME
MI;870;WKAR;;East Lansing, MI
MN;870;KPRM;;Park Rapids, MN
MO;870;KAAN;;Bethany, MO
NC;870;WTCG;;Mount Holly, NC
NV;870;KLSQ;;Whitney, NV
NY;870;WHCU;;Ithaca, NY
PR;870;WQBS;;San Juan, PR
TN;870;WPWT;;Colonial Heights, TN
TX;870;KFJZ;;Fort Worth, TX
VA;870;WFLO;;Farmville, VA
WA;870;KFLD;;Pasco, WA
AL;880;WAMI;;Opp, AL
AR;880;KLRG;;Sheridan, AR
CA;880;KKMC;;Gonzales, CA
FL;880;WXBN;;Sweetwater, FL
HI;880;KHCM;;Honolulu, HI
IL;880;WIJR;;Highland, IL
MT;880;KJJR;;Whitefish, MT
NC;880;WPEK;;Fairview, NC
NC;880;WPIP;;Winston-Salem, NC
NC;880;WRRZ;;Clinton, NC
NE;880;KRVN;;Lexington, NE
NM;880;KHAC;;Tse Bonito, NM
NY;880;WHSQ;;New York, NY
OH;880;WRFD;;Columbus-Worthington, OH
OR;880;KWIP;;Dallas, OR
TN;880;WMDB;;Nashville, TN
TX;880;KJOZ;;Conroe, TX
VA;880;WSLK;;Moneta, VA
WA;880;KIXI;;Seattle, WA
WI;880;WMEQ;;Menomonie, WI
AK;890;KBBI;;Homer, AK
AL;890;WYAM;;Hartselle, AL
CA;890;KIHC;;Arroyo Grande, CA
