region;freq;call;program;col
NC;1250;WKDX;;Hamlet, NC
NE;1250;KZOI;;Dakota City, NE
NH;1250;WGAM;;Manchester, NH
NJ;1250;WMTR;;Morristown, NJ
OH;1250;WCHO;;Washington Court House, OH
OR;1250;KCFM;;Florence, OR
PA;1250;WLEM;;Emporium, PA
PA;1250;WPGP;;Pittsburgh, PA
PA;1250;WYYC;;York, PA
PR;1250;WJIT;;Sabana, PR
SC;1250;WTMA;;Charleston, SC
TN;1250;WKBL;;Covington, TN
TN;1250;WRKQ;;Madisonville, TN
TX;1250;KDEI;;Port Arthur, TX
TX;1250;KIKZ;;Seminole, TX
TX;1250;KZDC;;San Antonio, TX
TX;1250;KZHN;;Paris, TX
UT;1250;KNEU;;Roosevelt, UT
VA;1250;WDVA;;Danville, VA
VA;1250;WJZU;;Franklin, VA
WA;1250;KKDZ;;Seattle, WA
WA;1250;KWSU;;Pullman, WA
WI;1250;WSSP;;Milwaukee, WI
WV;1250;WYKM;;Rupert, WV
AL;1260;WYDE;;Birmingham, AL
AR;1260;KCCB;;Corning, AR
AZ;1260;KBSZ;;Wickenburg, AZ
CA;1260;KMZT;;Beverly Hills, CA
CA;1260;KSFB;;San Francisco, CA
CT;1260;WSHU;;Westport, CT
DC;1260;WQOF;;Washington, DC
FL;1260;WFTW;;Fort Walton Beach, FL
FL;1260;WIYD;;Palatka, FL
FL;1260;WSUA;;Miami, FL
GA;1260;WMDG;;East Point, GA
GA;1260;WUFE;;Baxley, GA
IA;1260;KDLF;;Boone, IA
ID;1260;KKOO;;Weiser, ID
ID;1260;KNBL;;Idaho Falls, ID
IL;1260;WSDZ;;Belleville, IL
IN;1260;WNDE;;Indianapolis, IN
LA;1260;KBRH;;Baton Rouge, LA
MA;1260;WBIX;;Boston, MA
MI;1260;WPNW;;Zeeland, MI
MN;1260;KDUZ;;Hutchinson, MN
MN;1260;KROX;;Crookston, MN
MO;1260;KSGF;;Springfield, MO
MS;1260;WGVM;;Greenville, MS
NC;1260;WKXR;;Asheboro, NC
NC;1260;WZBO;;Edenton, NC
NJ;1260;WFJS;;Trenton, NJ
NM;1260;KTRC;;Santa Fe, NM
NY;1260;WBNR;;Beacon, NY
NY;1260;WSKO;;Syracuse, NY
OH;1260;WCCR;;Cleveland, OH
OH;1260;WNXT;;Portsmouth, OH
OK;1260;KWSH;;Wewoka, OK
OR;1260;KLYC;;McMinnville, OR
PA;1260;WLGJ;;Philipsburg, PA
PA;1260;WRIE;;Erie, PA
PR;1260;WVOZ;;Ponce, PR
SC;1260;WPJF;;Greenville, SC
SD;1260;KWYR;;Winner, SD
TN;1260;WDKN;;Dickson, TN
TN;1260;WMCH;;Church Hill, TN
TN;1260;WNOO;;Chattanooga, TN
TX;1260;KKSA;;San Angelo, TX
TX;1260;KLDS;;Falfurrias, TX
TX;1260;KSML;;Diboll, TX
TX;1260;KTAE;;Elgin, TX
VA;1260;WCHV;;Charlottesville, VA
VA;1260;WWVT;;Christiansburg, VA
WI;1260;WEKZ;;Monroe, WI
WI;1260;WLAK;;Amery, WI
WI;1260;WOCO;;Oconto, WI
WI;1260;WWIS;;Black River Falls, WI
WY;1260;KPOW;;Powell, WY
AL;1270;WGSV;;Guntersville, AL
AL;1270;WIJD;;Prichard, AL
AZ;1270;KDJI;;Holbrook, AZ
CA;1270;KFSQ;;Thousand Palms, CA
CA;1270;KVMI;;Tulare, CA
CA;1270;KXBX;;Lakeport, CA
FL;1270;WIWA;;Eatonville, FL
FL;1270;WTLY;;Tallahassee, FL
GA;1270;WBOJ;;Columbus, GA
GA;1270;WJJC;;Commerce, GA
HI;1270;KNDI;;Honolulu, HI
ID;1270;KTFI;;Twin Falls, ID
IN;1270;WCMR;;Elkhart, IN
IN;1270;WWCA;;Gary, IN
IN;1270;WXGO;;Madison, IN
KS;1270;KSCB;;Liberal, KS
KY;1270;WAIN;;Columbia, KY
MA;1270;WACM;;Springfield, MA
MD;1270;WCBC;;Cumberland, MD
MI;1270;WMKT;;Charlevoix, MI
MI;1270;WXYT;;Detroit, MI
MN;1270;KFAN;;Rochester, MN
MN;1270;WWWI;;Baxter, MN
MO;1270;KIIK;;Waynesville, MO
MO;1270;KYSJ;;St. Joseph, MO
NC;1270;WCGC;;Belmont, NC
NC;1270;WMPM;;Smithfield, NC
ND;1270;KLXX;;Bismarck-Mandan, ND
NH;1270;WTSN;;Dover, NH
NJ;1270;WMIZ;;Vineland, NJ
NM;1270;KINN;;Alamogordo, NM
NV;1270;KZTQ;;Sparks, NV
NY;1270;WDLA;;Walton, NY
NY;1270;WUSW;;Niagara Falls, NY
OH;1270;WDLR;;Marysville, OH
OH;1270;WILE;;Cambridge, OH
OK;1270;KRXO;;Claremore, OK
OR;1270;KAJO;;Grants Pass, OR
PA;1270;WLBR;;Lebanon, PA
SC;1270;WHGS;;Hampton, SC
SD;1270;KNWC;;Sioux Falls, SD
TN;1270;WLIK;;Newport, TN
TN;1270;WQKR;;Portland, TN
TX;1270;KFLC;;Fort Worth, TX
VA;1270;WHEO;;Stuart, VA
VA;1270;WPMH;;Newport News, VA
WA;1270;KEDO;;Longview, WA
WI;1270;WRJC;;Mauston, WI
AL;1280;WMXB;;Tuscaloosa, AL
AR;1280;KNBY;;Newport, AR
AZ;1280;KXEG;;Phoenix, AZ
CA;1280;KFRN;;Long Beach, CA
CA;1280;KWSX;;Stockton, CA
CA;1280;KXTK;;Arroyo Grande, CA
CO;1280;KBNO;;Denver, CO
DE;1280;WSUX;;Seaford, DE
FL;1280;WIPC;;Lake Wales, FL
FL;1280;WTMY;;Sarasota, FL
GA;1280;WIHB;;Macon, GA
IA;1280;KCOB;;Newton, IA
IL;1280;WBIG;;Aurora, IL
IN;1280;WGBF;;Evansville, IN
KS;1280;KSOK;;Arkansas City, KS
KY;1280;WZXI;;Lancaster, KY
LA;1280;WODT;;New Orleans, LA
MA;1280;WPKZ;;Fitchburg, MA
ME;1280;WHTP;;Gardiner, ME
MI;1280;WFYC;;Alma, MI
MN;1280;KVXR;;Moorhead, MN
MN;1280;WWTC;;Minneapolis, MN
MO;1280;KYRO;;Troy, MO
NC;1280;WSAT;;Salisbury, NC
NC;1280;WYAL;;Scotland Neck, NC
NE;1280;KCNI;;Broken Bow, NE
NM;1280;KRZE;;Farmington, NM
NV;1280;KQLL;;Henderson, NV
NY;1280;WADO;;New York, NY
NY;1280;WHTK;;Rochester, NY
OH;1280;WONW;;Defiance, OH
OK;1280;KPRV;;Poteau, OK
OR;1280;KRVM;;Eugene, OR
PA;1280;WBWX;;Berwick, PA
PA;1280;WHVR;;Hanover, PA
PA;1280;WKST;;New Castle, PA
PR;1280;WCMN;;Arecibo, PR
SC;1280;WJAY;;Mullins, SC
TN;1280;WALI;;Dayton, TN
TN;1280;WMCP;;Columbia, TN
TX;1280;KMFR;;Pearsall, TX
TX;1280;KWHI;;Brenham, TX
UT;1280;KZNS;;Salt Lake City, UT
VA;1280;WYVE;;Wytheville, VA
WA;1280;KIT;;Yakima, WA
WA;1280;KLDY;;Lacey, WA
WA;1280;KZFS;;Spokane, WA
WI;1280;WNAM;;Neenah-Menasha, WI
AL;1290;WBTG;;Sheffield, AL
AL;1290;WYEA;;Sylacauga, AL
AR;1290;KDMS;;El Dorado, AR
AR;1290;KUOA;;Siloam Springs, AR
AZ;1290;KCUB;;Tucson, AZ
CA;1290;KAZA;;Gilroy, CA
CA;1290;KKDD;;San Bernardino, CA
CA;1290;KPAY;;Chico, CA
CA;1290;KZSB;;Santa Barbara, CA
CT;1290;WNWW;;West Hartford, CT
DE;1290;WWTX;;Wilmington, DE
FL;1290;WJNO;;West Palm Beach, FL
FL;1290;WPCF;;Panama City Beach, FL
GA;1290;WCHK;;Canton, GA
GA;1290;WTKS;;Savannah, GA
ID;1290;KOUU;;Pocatello, ID
IL;1290;WIRL;;Peoria, IL
KS;1290;KMMM;;Pratt, KS
KY;1290;WCBL;;Benton, KY
KY;1290;WKLB;;Manchester, KY
MI;1290;WLBY;;Saline, MI
MI;1290;WNIL;;Niles, MI
MN;1290;KBMO;;Benson, MN
MO;1290;KALM;;Thayer, MO
MS;1290;WJBI;;Batesville, MS
MS;1290;WTYL;;Tylertown, MS
MT;1290;KGVO;;Missoula, MT
NC;1290;WHKY;;Hickory, NC
NC;1290;WJCV;;Jacksonville, NC
NC;1290;WXKL;;Sanford, NC
NE;1290;KOIL;;Omaha, NE
NH;1290;WKBK;;Keene, NH
NY;1290;WNBF;;Binghamton, NY
OH;1290;WHIO;;Dayton, OH
OH;1290;WLYV;;Bellaire, OH
OR;1290;KUMA;;Pendleton, OR
PA;1290;WFBG;;Altoona, PA
RI;1290;WPVD;;Providence, RI
SC;1290;WWHM;;Sumter, SC
TX;1290;KIVY;;Crockett, TX
TX;1290;KRGE;;Weslaco, TX
TX;1290;KWFS;;Wichita Falls, TX
VA;1290;WDZY;;Colonial Heights, VA
WI;1290;WKLJ;;Sparta, WI
WI;1290;WZTI;;Greenfield, WI
WV;1290;WVOW;;Logan, WV
WY;1290;KOWB;;Laramie, WY
AL;1300;WBSA;;Boaz, AL
AL;1300;WTLS;;Tallassee, AL
CA;1300;KAZN;;Pasadena, CA
CA;1300;KPMO;;Mendocino, CA
CA;1300;KROP;;Brawley, CA
CA;1300;KWRU;;Fresno, CA
CO;1300;KCSF;;Colorado Springs, CO
CT;1300;WAVZ;;New Haven, CT
FL;1300;WFFG;;Marathon, FL
FL;1300;WKQK;;Cocoa Beach, FL
FL;1300;WQBN;;Temple Terrace, FL
GA;1300;WJBB;;Winder, GA
GA;1300;WMTM;;Moultrie, GA
GA;1300;WNEA;;Newnan, GA
IA;1300;KGLO;;Mason City, IA
ID;1300;KLER;;Orofino, ID
IL;1300;WFRX;;West Frankfort, IL
IL;1300;WRDZ;;La Grange, IL
IN;1300;WBZQ;;Huntington, IN
KY;1300;WLXG;;Lexington, KY
LA;1300;KSYB;;Shreveport, LA
MA;1300;WJDA;;Quincy, MA
MD;1300;WJZ;;Baltimore, MD
MI;1300;WOOD;;Grand Rapids, MI
MN;1300;KPMI;;Bemidji, MN
MN;1300;WQPM;;Princeton, MN
MO;1300;KMMO;;Marshall, MO
MS;1300;WOAD;;Jackson, MS
NC;1300;WLNC;;Laurinburg, NC
NC;1300;WSSG;;Goldsboro, NC
NC;1300;WSYD;;Mount Airy, NC
NE;1300;KBRL;;McCook, NE
NH;1300;WPNH;;Plymouth, NH
NJ;1300;WIMG;;Ewing, NJ
NV;1300;KCMY;;Carson City, NV
NY;1300;WGDJ;;Rensselaer, NY
NY;1300;WOSW;;Fulton, NY
NY;1300;WXRL;;Lancaster, NY
OH;1300;WJMO;;Cleveland, OH
OK;1300;KAKC;;Tulsa, OK
OR;1300;KDSO;;Phoenix, OR
OR;1300;KTDS;;The Dalles, OR
PA;1300;WLMZ;;West Hazleton, PA
PA;1300;WWCH;;Clarion, PA
PR;1300;WOSO;;Mayag ez, PR
SC;1300;WCKI;;Greer, SC
SD;1300;KOLY;;Mobridge, SD
TN;1300;WMTN;;Morristown, TN
TN;1300;WNQM;;Nashville, TN
TX;1300;KHTW;;Lumberton, TX
TX;1300;KKUB;;Brownfield, TX
TX;1300;KLAR;;Laredo, TX
TX;1300;KVET;;Austin, TX
VA;1300;WKCY;;Harrisonburg, VA
WA;1300;KKOL;;Seattle, WA
WV;1300;WJYP;;St. Albans, WV
WV;1300;WPDX;;Morgantown, WV
AL;1310;WAFN;;Priceville, AL
AL;1310;WHEP;;Foley, AL
AL;1310;WJUS;;Marion, AL
AR;1310;KZYP;;Malvern, AR
AZ;1310;KIHP;;Mesa, AZ
CA;1310;KKZI;;Barstow, CA
CA;1310;KMKY;;Oakland, CA
CO;1310;KFKA;;Greeley, CO
CT;1310;WICH;;Norwich, CT
FL;1310;WAUC;;Wauchula, FL
FL;1310;WYND;;Deland, FL
GA;1310;WOKA;;Douglas, GA
GA;1310;WPCH;;West Point, GA
GA;1310;WWWE;;Decatur, GA
IA;1310;KDLS;;Perry, IA
IA;1310;KOKX;;Keokuk, IA
ID;1310;KLIX;;Twin Falls, ID
IN;1310;WTLC;;Indianapolis, IN
KS;1310;KYUL;;Scott City, KS
KY;1310;WDOC;;Prestonsburg, KY
KY;1310;WTTL;;Madisonville, KY
LA;1310;KMBS;;West Monroe, LA
MA;1310;WORC;;Worcester, MA
ME;1310;WLOB;;Portland, ME
MI;1310;WCCW;;Traverse City, MI
MI;1310;WDTW;;Dearborn, MI
MN;1310;KGLB;;St. Peter, MN
MO;1310;KZRG;;Joplin, MO
MT;1310;KEIN;;Great Falls, MT
NC;1310;WGSP;;Charlotte, NC
NC;1310;WISE;;Asheville, NC
NC;1310;WTIK;;Durham, NC
ND;1310;KNOX;;Grand Forks, ND
NE;1310;KGMT;;Fairbury, NE
NJ;1310;WEMG;;Camden, NJ
NJ;1310;WOBM;;Asbury Park, NJ
NJ;1310;WXMC;;Parsippany-Troy Hill, NJ
NM;1310;KKNS;;Corrales, NM
NY;1310;WOKR;;Canandaigua, NY
NY;1310;WRVP;;Mount Kisco, NY
NY;1310;WTLB;;Utica, NY
OH;1310;WDPN;;Alliance, OH
PA;1310;WBFD;;Bedford, PA
PA;1310;WICU;;Warren, PA
PA;1310;WTZN;;Troy, PA
TN;1310;WDXI;;Jackson, TN
TX;1310;KAHL;;San Antonio, TX
TX;1310;KTCK;;Dallas, TX
TX;1310;KZIP;;Amarillo, TX
VA;1310;WDCT;;Fairfax, VA
VA;1310;WGH;;Newport News, VA
WA;1310;KZXR;;Prosser, WA
WI;1310;WIBA;;Madison, WI
WV;1310;WSLW;;White Sulphur Springs, WV
AL;1320;WDSA;;Dothan, AL
AL;1320;WENN;;Birmingham, AL
AR;1320;KRLW;;Walnut Ridge, AR
AR;1320;KWHN;;Fort Smith, AR
AZ;1320;KOFA;;Yuma, AZ
CA;1320;KIFM;;Sacramento, CA
CA;1320;KKSM;;Oceanside, CA
CA;1320;KWQQ;;Hemet, CA
CT;1320;WATR;;Waterbury, CT
FL;1320;WDIZ;;Venice, FL
FL;1320;WJNJ;;Jacksonville, FL
FL;1320;WLQY;;Hollywood, FL
IA;1320;KMAQ;;Maquoketa, IA
IA;1320;KNIA;;Knoxville, IA
IL;1320;WKAN;;Kankakee, IL
KS;1320;KLWN;;Lawrence, KS
KY;1320;WBRT;;Bardstown, KY
KY;1320;WCVG;;Covington, KY
KY;1320;WNGO;;Mayfield, KY
LA;1320;KNCB;;Vivian, LA
MA;1320;WARA;;Attleboro, MA
MD;1320;WJKI;;Salisbury, MD
MI;1320;WDMJ;;Marquette, MI
MI;1320;WILS;;Lansing, MI
MN;1320;KOZY;;Grand Rapids, MN
MO;1320;KSIV;;Clayton, MO
MS;1320;WRJW;;Picayune, MS
NC;1320;WAGY;;Forest City, NC
NC;1320;WCOG;;Greensboro, NC
NC;1320;WKRK;;Murphy, NC
NH;1320;WDER;;Derry, NH
OH;1320;WLOH;;Lancaster, OH
OH;1320;WOBL;;Oberlin, OH
OK;1320;KCLI;;Clinton, OK
PA;1320;WGET;;Gettysburg, PA
PA;1320;WJAS;;Pittsburgh, PA
PA;1320;WTKZ;;Allentown, PA
PR;1320;WSKN;;San Juan, PR
SD;1320;KELO;;Sioux Falls, SD
TN;1320;WGOC;;Kingsport, TN
TN;1320;WMSR;;Manchester, TN
TX;1320;KVMC;;Colorado City, TX
TX;1320;KXYZ;;Houston, TX
UT;1320;KNIT;;Salt Lake City, UT
VA;1320;WBTL;;Richmond, VA
VA;1320;WVGM;;Lynchburg, VA
VT;1320;WCVR;;Randolph, VT
WA;1320;KGDC;;Walla Walla, WA
WA;1320;KXRO;;Aberdeen, WA
WI;1320;WFHR;;Wisconsin Rapids, WI
AK;1330;KXXJ;;Juneau, AK
CA;1330;KJPR;;Shasta Lake City, CA
CA;1330;KLBS;;Los Banos, CA
CA;1330;KWKW;;Los Angeles, CA
FL;1330;WCVC;;Tallahassee, FL
FL;1330;WEBY;;Milton, FL
FL;1330;WJNX;;Fort Pierce, FL
FL;1330;WWAB;;Lakeland, FL
GA;1330;WGTJ;;Murrayville, GA
GA;1330;WLBB;;Carrollton, GA
GA;1330;WMLT;;Dublin, GA
IA;1330;KPTY;;Waterloo, IA
IL;1330;WKTA;;Evanston, IL
IL;1330;WNTA;;Rockford, IL
IL;1330;WRAM;;Monmouth, IL
IN;1330;WBGW;;Evansville, IN
IN;1330;WTRE;;Greensburg, IN
KS;1330;KNSS;;Wichita, KS
KY;1330;WKDP;;Corbin, KY
LA;1330;KVOL;;Lafayette, LA
MA;1330;WRCA;;Watertown, MA
MD;1330;WHGM;;Havre de Grace, MD
MI;1330;WTRX;;Flint, MI
MN;1330;WLOL;;Minneapolis, MN
MS;1330;WNIX;;Greenville, MS
NM;1330;KGAK;;Gallup, NM
NY;1330;WEBO;;Owego, NY
NY;1330;WHAZ;;Troy, NY
NY;1330;WWRV;;New York, NY
OH;1330;WFIN;;Findlay, OH
OH;1330;WGFT;;Campbell, OH
OH;1330;WINT;;Willoughby, OH
OH;1330;WYPC;;Wellston, OH
PA;1330;WFNN;;Erie, PA
PR;1330;WENA;;Yauco, PR
SC;1330;WPJS;;Conway, SC
SC;1330;WYRD;;Greenville, SC
TN;1330;WAEW;;Crossville, TN
TX;1330;KCKM;;Monahans, TX
TX;1330;KGLD;;Tyler, TX
TX;1330;KINE;;Kingsville, TX
TX;1330;KTON;;Cameron, TX
VA;1330;WBTM;;Danville, VA
VA;1330;WESR;;Onley-Onancock, VA
VA;1330;WHNK;;Marion, VA
VA;1330;WRAA;;Luray, VA
WA;1330;KGRG;;Enumclaw, WA
WA;1330;KYOZ;;Spokane, WA
WI;1330;WHBL;;Sheboygan, WI
WV;1330;WETZ;;New Martinsville, WV
WY;1330;KOVE;;Lander, WY
AL;1340;WFEB;;Sylacauga, AL
AL;1340;WJAM;;Selma, AL
AL;1340;WLVS;;Florence, AL
AL;1340;WMHZ;;Holt, AL
AR;1340;KBTA;;Batesville, AR
AR;1340;KCAT;;Pine Bluff, AR
AR;1340;KQIS;;Bethel Heights, AR
AR;1340;KZNG;;Hot Springs, AR
AZ;1340;KIKO;;Apache Junction, AZ
AZ;1340;KPGE;;Page, AZ
CA;1340;KATA;;Arcata, CA
CA;1340;KCBL;;Fresno, CA
CA;1340;KCLU;;Santa Barbara, CA
CA;1340;KOMY;;La Selva Beach, CA
CA;1340;KPYV;;Oroville, CA
CA;1340;KTOX;;Needles, CA
CA;1340;KTPI;;Mojave, CA
CA;1340;KVGC;;Jackson, CA
CA;1340;KWXY;;Cathedral City, CA
CA;1340;KYNS;;San Luis Obispo, CA
CO;1340;KDCO;;Denver, CO
CO;1340;KGKG;;Salida, CO
CO;1340;KTMM;;Grand Junction, CO
CT;1340;WYBC;;New Haven, CT
DC;1340;WYCB;;Washington, DC
FL;1340;WDSR;;Lake City, FL
FL;1340;WITS;;Sebring, FL
FL;1340;WPBR;;Lantana, FL
FL;1340;WROD;;Daytona Beach, FL
FL;1340;WTAN;;Clearwater, FL
FL;1340;WTYS;;Marianna, FL
FL;1340;WWFL;;Clermont, FL
GA;1340;WBBT;;Lyons, GA
GA;1340;WGAA;;Cedartown, GA
GA;1340;WGAU;;Athens, GA
GA;1340;WIFN;;Atlanta, GA
GA;1340;WOKS;;Phenix City, GA
GA;1340;WTIF;;Tifton, GA
GA;1340;WYNF;;San Jose, GA
IA;1340;KROS;;Clinton, IA
ID;1340;KACH;;Preston, ID
ID;1340;KXQZ;;Wendell, ID
IL;1340;WJOL;;Joliet, IL
IL;1340;WJPF;;Herrin, IL
IL;1340;WSOY;;Decatur, IL
IN;1340;WBIW;;Bedford, IN
IN;1340;WMUN;;Muncie, IN
IN;1340;WTRC;;Elkhart, IN
KS;1340;KDTD;;Kansas City, KS
KS;1340;KGGS;;Garden City, KS
KS;1340;KSEK;;Pittsburg, KS
KY;1340;WBVR;;Bowling Green, KY
KY;1340;WCMI;;Ashland, KY
KY;1340;WEKY;;Richmond, KY
KY;1340;WKCB;;Hindman, KY
KY;1340;WNBS;;Murray, KY
MA;1340;WBRK;;Pittsfield, MA
MA;1340;WGAW;;Gardner, MA
MA;1340;WNBH;;New Bedford, MA
ME;1340;WBAN;;Veazie, ME
ME;1340;WMDR;;Augusta, ME
MI;1340;WAGN;;Menominee, MI
MI;1340;WCHB;;Royal Oak, MI
MI;1340;WCSR;;Hillsdale, MI
MI;1340;WJRW;;Grand Rapids, MI
MI;1340;WLEW;;Bad Axe, MI
MI;1340;WMBN;;Petoskey, MI
MN;1340;KDLM;;Detroit Lakes, MN
MN;1340;KRBT;;Eveleth, MN
MN;1340;KROC;;Rochester, MN
MN;1340;KVBR;;Brainerd, MN
MN;1340;KWLM;;Willmar, MN
MO;1340;KICK;;Springfield, MO
MO;1340;KLID;;Poplar Bluff, MO
MO;1340;KSMO;;Salem, MO
MO;1340;KXEO;;Mexico, MO
MS;1340;WAML;;Laurel, MS
MT;1340;KPRK;;Livingston, MT
MT;1340;KQDE;;Evergreen, MT
MT;1340;KYLT;;Missoula, MT
NC;1340;WADE;;Wadesboro, NC
NC;1340;WAGR;;Lumberton, NC
NC;1340;WCBQ;;Oxford, NC
NC;1340;WJRI;;Lenoir, NC
NC;1340;WLSG;;Wilmington, NC
NC;1340;WPOL;;Winston-Salem, NC
ND;1340;KPOK;;Bowman, ND
ND;1340;KXPO;;Grafton, ND
NE;1340;KGFW;;Kearney, NE
NE;1340;KHUB;;Fremont, NE
NE;1340;KSID;;Sidney, NE
NH;1340;WBNC;;Conway, NH
NJ;1340;WMID;;Atlantic City, NJ
NM;1340;KCQL;;Aztec, NM
NM;1340;KVOT;;Taos, NM
NV;1340;KKGK;;Las Vegas, NV
NV;1340;KXEQ;;Reno, NV
NY;1340;WALL;;Middletown, NY
NY;1340;WENT;;Gloversville, NY
NY;1340;WKSN;;Jamestown, NY
NY;1340;WLVL;;Lockport, NY
NY;1340;WMBO;;Auburn, NY
NY;1340;WMSA;;Massena, NY
OH;1340;WIZE;;Springfield, OH
OH;1340;WNCO;;Ashland, OH
OH;1340;WOUB;;Athens, OH
OK;1340;KGHM;;Calumet, OK
OK;1340;KJMU;;Sand Springs, OK
OR;1340;KBBR;;North Bend, OR
OR;1340;KBNW;;Bend, OR
OR;1340;KIHR;;Hood River, OR
OR;1340;KLOO;;Corvallis, OR
OR;1340;KWVR;;Enterprise, OR
PA;1340;WHAT;;Philadelphia, PA
PA;1340;WRAW;;Reading, PA
PA;1340;WTRN;;Tyrone, PA
PA;1340;WWPA;;Williamsport, PA
PA;1340;WYCK;;Plains, PA
PR;1340;WWNA;;Aguadilla, PR
SC;1340;WRHI;;Rock Hill, SC
SC;1340;WSSC;;Sumter, SC
SD;1340;KIJV;;Huron, SD
SD;1340;KTOQ;;Rapid City, SD
TN;1340;WBAC;;Cleveland, TN
TN;1340;WCDT;;Winchester, TN
TN;1340;WGRV;;Greeneville, TN
TN;1340;WKGN;;Knoxville, TN
TN;1340;WKRM;;Columbia, TN
TN;1340;WLOK;;Memphis, TN
TX;1340;KAND;;Corsicana, TX
TX;1340;KCCE;;San Angelo, TX
TX;1340;KKAM;;Lubbock, TX
TX;1340;KOLE;;Port Arthur, TX
TX;1340;KRBA;;Lufkin, TX
TX;1340;KVIV;;El Paso, TX
TX;1340;KVNN;;Victoria, TX
TX;1340;KWKC;;Abilene, TX
UT;1340;KTMP;;Heber City, UT
VA;1340;WBLB;;Pulaski, VA
VA;1340;WHAP;;Hopewell, VA
VA;1340;WVCV;;Orange, VA
VI;1340;WSTA;;Charlotte Amalie, VI
VT;1340;WSTJ;;St. Johnsbury, VT
WA;1340;KJOX;;Kennewick, WA
WA;1340;KUOW;;Tumwater, WA
WA;1340;KWLE;;Anacortes, WA
WA;1340;KYSP;;Wenatchee, WA
WI;1340;WJOI;;Milwaukee, WI
WI;1340;WLDY;;Ladysmith, WI
WV;1340;WEPM;;Martinsburg, WV
WV;1340;WMON;;Montgomery, WV
WY;1340;KSGT;;Jackson, WY
WY;1340;KWOR;;Worland, WY
WY;1340;KYCN;;Wheatland, WY
AL;1350;WTDR;;Gadsden, AL
CA;1350;KLHC;;Bakersfield, CA
CA;1350;KPWK;;San Bernardino, CA
CA;1350;KSRO;;Santa Rosa, CA
CO;1350;KUBE;;Pueblo, CO
CT;1350;WINY;;Putnam, CT
CT;1350;WNLK;;Norwalk, CT
FL;1350;WDCF;;Dade City, FL
FL;1350;WMMV;;Cocoa, FL
FL;1350;WZKO;;Fort Myers, FL
GA;1350;WBML;;Warner Robins, GA
GA;1350;WFNS;;Blackshear, GA
GA;1350;WRWH;;Cleveland, GA
GU;1350;KUSG;;Agana, GU
IA;1350;KRNT;;Des Moines, IA
ID;1350;KTIK;;Nampa, ID
IL;1350;WSIQ;;Salem, IL
IL;1350;WVBP;;Peoria, IL
IN;1350;WIOU;;Kokomo, IN
KS;1350;KMAN;;Manhattan, KS
KY;1350;WLOU;;Louisville, KY
LA;1350;WWWL;;New Orleans, LA
MI;1350;WGDN;;Gladwin, MI
MN;1350;KCHK;;New Prague, MN
MN;1350;KDIO;;Ortonville, MN
MN;1350;WCMP;;Pine City, MN
MO;1350;KRAP;;Washington, MO
MS;1350;WKCU;;Corinth, MS
NC;1350;WHIP;;Mooresville, NC
NC;1350;WLLY;;Wilson, NC
NC;1350;WZGM;;Black Mountain, NC
NE;1350;KBRX;;O'Neill, NE
NH;1350;WHNM;;Laconia, NH
NJ;1350;WHWH;;Princeton, NJ
NM;1350;KABQ;;Albuquerque, NM
NY;1350;WRNY;;Rome, NY
OH;1350;WARF;;Akron, OH
OH;1350;WCHI;;Chillicothe, OH
OH;1350;WCSM;;Celina, OH
OK;1350;KFTP;;Duncan, OK
OK;1350;KTLQ;;Tahlequah, OK
PA;1350;WOYK;;York, PA
PR;1350;WEGA;;Vega Baja, PR
TN;1350;WRKM;;Carthage, TN
TX;1350;KCOX;;Jasper, TX
TX;1350;KHDY;;Clarksville, TX
TX;1350;KXTN;;San Antonio, TX
VA;1350;WBLT;;Bedford, VA
VA;1350;WGPL;;Portsmouth, VA
VA;1350;WNTX;;Fredericksburg, VA
VA;1350;WNVA;;Norton, VA
WI;1350;WAUN;;Portage, WI
AL;1360;WIXI;;Jasper, AL
AL;1360;WLWE;;Roanoke, AL
AR;1360;KFFA;;Helena, AR
AR;1360;KGMR;;Clarksville, AR
AZ;1360;KPXQ;;Glendale, AZ
CA;1360;KFIV;;Modesto, CA
CA;1360;KLSD;;San Diego, CA
CA;1360;KWDJ;;Ridgecrest, CA
CO;1360;KHNC;;Johnstown, CO
CT;1360;WDRC;;Hartford, CT
FL;1360;WCGL;;Jacksonville, FL
FL;1360;WHNR;;Cypress Gardens, FL
FL;1360;WQVN;;North Miami, FL
GA;1360;WEGC;;Metter, GA
GA;1360;WGJK;;Rome, GA
IA;1360;KBKB;;Fort Madison, IA
IA;1360;KMJM;;Cedar Rapids, IA
IA;1360;KSCJ;;Sioux City, IA
IL;1360;WLBK;;Dekalb, IL
KS;1360;KPHN;;El Dorado, KS
KY;1360;WFLW;;Monticello, KY
LA;1360;KNIR;;New Iberia, LA
MA;1360;WLYN;;Lynn, MA
MI;1360;WKMI;;Kalamazoo, MI
MI;1360;WKYO;;Caro, MI
MN;1360;KKBJ;;Bemidji, MN
MN;1360;KRWC;;Buffalo, MN
MO;1360;KMRN;;Cameron, MO
MS;1360;WFFF;;Columbia, MS
NC;1360;WCHL;;Chapel Hill, NC
NE;1360;KNGN;;McCook, NE
